Time,bitfinex,bitflyer,bitstamp,btcchina,btce,huobi,lakebtc,mtgox,okcoin,others
2010-11-05 00:00:00 UTC,,,,,,,,36622.072,,
2010-11-06 00:00:00 UTC,,,,,,,,32756.129,,
2010-11-07 00:00:00 UTC,,,,,,,,77218.719,,
2010-11-08 00:00:00 UTC,,,,,,,,118203.827,,
2010-11-09 00:00:00 UTC,,,,,,,,47983.393,,
2010-11-10 00:00:00 UTC,,,,,,,,30387.028,,
2010-11-11 00:00:00 UTC,,,,,,,,5031.88,,
2010-11-12 00:00:00 UTC,,,,,,,,40720.385,,
2010-11-13 00:00:00 UTC,,,,,,,,21915.573,,
2010-11-14 00:00:00 UTC,,,,,,,,16844.327,,
2010-11-15 00:00:00 UTC,,,,,,,,8507.74,,
2010-11-16 00:00:00 UTC,,,,,,,,33931.012,,
2010-11-17 00:00:00 UTC,,,,,,,,32871.602,,
2010-11-18 00:00:00 UTC,,,,,,,,37446.671,,
2010-11-19 00:00:00 UTC,,,,,,,,2157.562,,
2010-11-20 00:00:00 UTC,,,,,,,,14652.694,,
2010-11-21 00:00:00 UTC,,,,,,,,765,,
2010-11-22 00:00:00 UTC,,,,,,,,28205.85,,
2010-11-23 00:00:00 UTC,,,,,,,,4856.923,,
2010-11-24 00:00:00 UTC,,,,,,,,2514.912,,
2010-11-25 00:00:00 UTC,,,,,,,,1679.595,,
2010-11-26 00:00:00 UTC,,,,,,,,33531.876,,
2010-11-27 00:00:00 UTC,,,,,,,,1825.388,,
2010-11-28 00:00:00 UTC,,,,,,,,20802.126,,
2010-11-29 00:00:00 UTC,,,,,,,,35055.403,,
2010-11-30 00:00:00 UTC,,,,,,,,21476.251,,
2010-12-01 00:00:00 UTC,,,,,,,,8157.894,,
2010-12-02 00:00:00 UTC,,,,,,,,20312.234,,
2010-12-03 00:00:00 UTC,,,,,,,,2570.345,,
2010-12-04 00:00:00 UTC,,,,,,,,28560.716,,
2010-12-05 00:00:00 UTC,,,,,,,,5740.175,,
2010-12-06 00:00:00 UTC,,,,,,,,4319.255,,
2010-12-07 00:00:00 UTC,,,,,,,,24592.915,,
2010-12-08 00:00:00 UTC,,,,,,,,3430.41,,
2010-12-09 00:00:00 UTC,,,,,,,,21336.327,,
2010-12-10 00:00:00 UTC,,,,,,,,1684.254,,
2010-12-11 00:00:00 UTC,,,,,,,,5788.686,,
2010-12-12 00:00:00 UTC,,,,,,,,1963.558,,
2010-12-13 00:00:00 UTC,,,,,,,,6415.59,,
2010-12-14 00:00:00 UTC,,,,,,,,10388.097,,
2010-12-15 00:00:00 UTC,,,,,,,,3684.68,,
2010-12-16 00:00:00 UTC,,,,,,,,14355.331,,
2010-12-17 00:00:00 UTC,,,,,,,,525.513,,
2010-12-18 00:00:00 UTC,,,,,,,,169.109,,
2010-12-19 00:00:00 UTC,,,,,,,,2000.757,,
2010-12-20 00:00:00 UTC,,,,,,,,10682.705,,
2010-12-21 00:00:00 UTC,,,,,,,,9225.789,,
2010-12-22 00:00:00 UTC,,,,,,,,3800.458,,
2010-12-23 00:00:00 UTC,,,,,,,,8650.148,,
2010-12-24 00:00:00 UTC,,,,,,,,5033.249,,
2010-12-25 00:00:00 UTC,,,,,,,,703,,
2010-12-26 00:00:00 UTC,,,,,,,,16584.97,,
2010-12-27 00:00:00 UTC,,,,,,,,4935.49,,
2010-12-28 00:00:00 UTC,,,,,,,,15438.708,,
2010-12-29 00:00:00 UTC,,,,,,,,18609.144,,
2010-12-30 00:00:00 UTC,,,,,,,,2539.873,,
2010-12-31 00:00:00 UTC,,,,,,,,1453.719,,
2011-01-01 00:00:00 UTC,,,,,,,,2821.243,,
2011-01-02 00:00:00 UTC,,,,,,,,5352.108,,
2011-01-03 00:00:00 UTC,,,,,,,,1425.19,,
2011-01-04 00:00:00 UTC,,,,,,,,1879.003,,
2011-01-05 00:00:00 UTC,,,,,,,,357.157,,
2011-01-06 00:00:00 UTC,,,,,,,,3456.489,,66
2011-01-07 00:00:00 UTC,,,,,,,,42601.118,,
2011-01-08 00:00:00 UTC,,,,,,,,1629.438,,
2011-01-09 00:00:00 UTC,,,,,,,,1691.366,,
2011-01-10 00:00:00 UTC,,,,,,,,10355.828,,41.32
2011-01-11 00:00:00 UTC,,,,,,,,4857.8,,
2011-01-12 00:00:00 UTC,,,,,,,,31359.765,,15
2011-01-13 00:00:00 UTC,,,,,,,,20118.897,,175
2011-01-14 00:00:00 UTC,,,,,,,,27130.957,,1280.5878
2011-01-15 00:00:00 UTC,,,,,,,,1515.661,,48.0586
2011-01-16 00:00:00 UTC,,,,,,,,2778.71,,8
2011-01-17 00:00:00 UTC,,,,,,,,18241.146,,8
2011-01-18 00:00:00 UTC,,,,,,,,15671.508,,40.35
2011-01-19 00:00:00 UTC,,,,,,,,7291.627,,17.5
2011-01-20 00:00:00 UTC,,,,,,,,19881.979,,9.53
2011-01-21 00:00:00 UTC,,,,,,,,8477.545,,451.578
2011-01-22 00:00:00 UTC,,,,,,,,10534.27,,235
2011-01-23 00:00:00 UTC,,,,,,,,1148.402,,230
2011-01-24 00:00:00 UTC,,,,,,,,11061.936,,
2011-01-25 00:00:00 UTC,,,,,,,,2163.718,,
2011-01-26 00:00:00 UTC,,,,,,,,15564.808,,289.96895
2011-01-27 00:00:00 UTC,,,,,,,,27708.195,,37
2011-01-28 00:00:00 UTC,,,,,,,,5324.497,,145.5258
2011-01-29 00:00:00 UTC,,,,,,,,1448.382,,591.18525
2011-01-30 00:00:00 UTC,,,,,,,,10383.593,,
2011-01-31 00:00:00 UTC,,,,,,,,63516.079,,265
2011-02-01 00:00:00 UTC,,,,,,,,31562.117,,108
2011-02-02 00:00:00 UTC,,,,,,,,5627.48,,592.61605
2011-02-03 00:00:00 UTC,,,,,,,,8524.501,,
2011-02-04 00:00:00 UTC,,,,,,,,42222.189,,165
2011-02-05 00:00:00 UTC,,,,,,,,15786.811,,3.9631
2011-02-06 00:00:00 UTC,,,,,,,,8744.106,,50
2011-02-07 00:00:00 UTC,,,,,,,,2264.28,,82.9631
2011-02-08 00:00:00 UTC,,,,,,,,7021.288,,2.0369
2011-02-09 00:00:00 UTC,,,,,,,,49632.504,,31.4883
2011-02-10 00:00:00 UTC,,,,,,,,26559.641,,149.97
2011-02-11 00:00:00 UTC,,,,,,,,13299.179,,50.01
2011-02-12 00:00:00 UTC,,,,,,,,4118.92,,88.4615
2011-02-13 00:00:00 UTC,,,,,,,,3240.64,,12.5502
2011-02-14 00:00:00 UTC,,,,,,,,7096.548,,25.1515
2011-02-15 00:00:00 UTC,,,,,,,,8616.577,,75
2011-02-16 00:00:00 UTC,,,,,,,,7192.375,,
2011-02-17 00:00:00 UTC,,,,,,,,4009.844,,
2011-02-18 00:00:00 UTC,,,,,,,,36948.156,,115.5385
2011-02-19 00:00:00 UTC,,,,,,,,3798.708,,
2011-02-20 00:00:00 UTC,,,,,,,,9974.046,,56.834
2011-02-21 00:00:00 UTC,,,,,,,,1700.121,,236.85
2011-02-22 00:00:00 UTC,,,,,,,,12095.264,,
2011-02-23 00:00:00 UTC,,,,,,,,6718.872,,
2011-02-24 00:00:00 UTC,,,,,,,,13418.685,,
2011-02-25 00:00:00 UTC,,,,,,,,4461.061,,
2011-02-26 00:00:00 UTC,,,,,,,,4744.406,,
2011-02-27 00:00:00 UTC,,,,,,,,23268.75,,
2011-02-28 00:00:00 UTC,,,,,,,,4651.674,,70
2011-03-01 00:00:00 UTC,,,,,,,,22569.783,,55
2011-03-02 00:00:00 UTC,,,,,,,,2741.873,,
2011-03-03 00:00:00 UTC,,,,,,,,2746.67,,41
2011-03-04 00:00:00 UTC,,,,,,,,2711.885,,1.25
2011-03-05 00:00:00 UTC,,,,,,,,12570.588,,
2011-03-06 00:00:00 UTC,,,,,,,,12626.492,,59.2547
2011-03-07 00:00:00 UTC,,,,,,,,15271.268,,
2011-03-08 00:00:00 UTC,,,,,,,,4527.851,,
2011-03-09 00:00:00 UTC,,,,,,,,4546.046,,
2011-03-10 00:00:00 UTC,,,,,,,,8869.013,,50
2011-03-11 00:00:00 UTC,,,,,,,,3725.512,,
2011-03-12 00:00:00 UTC,,,,,,,,4822.829,,
2011-03-13 00:00:00 UTC,,,,,,,,660.31,,
2011-03-14 00:00:00 UTC,,,,,,,,5269.235,,
2011-03-15 00:00:00 UTC,,,,,,,,2732.157,,
2011-03-16 00:00:00 UTC,,,,,,,,7929.615,,
2011-03-17 00:00:00 UTC,,,,,,,,7159.779,,
2011-03-18 00:00:00 UTC,,,,,,,,14226.223,,
2011-03-19 00:00:00 UTC,,,,,,,,9875.038,,
2011-03-20 00:00:00 UTC,,,,,,,,5815.319,,
2011-03-21 00:00:00 UTC,,,,,,,,3695.962,,
2011-03-22 00:00:00 UTC,,,,,,,,12147.723,,
2011-03-23 00:00:00 UTC,,,,,,,,13262.257,,
2011-03-24 00:00:00 UTC,,,,,,,,14009.368,,
2011-03-25 00:00:00 UTC,,,,,,,,4819.415,,
2011-03-26 00:00:00 UTC,,,,,,,,11756.42,,
2011-03-27 00:00:00 UTC,,,,,,,,5337.145,,
2011-03-28 00:00:00 UTC,,,,,,,,12565.154,,
2011-03-29 00:00:00 UTC,,,,,,,,4215.017,,1
2011-03-30 00:00:00 UTC,,,,,,,,3218.221,,308.0893
2011-03-31 00:00:00 UTC,,,,,,,,6875.082,,
2011-04-01 00:00:00 UTC,,,,,,,,3186.767,,334
2011-04-02 00:00:00 UTC,,,,,,,,2493.595,,
2011-04-03 00:00:00 UTC,,,,,,,,3931.385,,4.09839
2011-04-04 00:00:00 UTC,,,,,,,,31155.458,,1.75537
2011-04-05 00:00:00 UTC,,,,,,,,9730.303,,
2011-04-06 00:00:00 UTC,,,,,,,,8703.946,,
2011-04-07 00:00:00 UTC,,,,,,,,10832.992,,
2011-04-08 00:00:00 UTC,,,,,,,,18207.3,,
2011-04-09 00:00:00 UTC,,,,,,,,12119.397,,
2011-04-10 00:00:00 UTC,,,,,,,,5348.98,,
2011-04-11 00:00:00 UTC,,,,,,,,14645.925,,
2011-04-12 00:00:00 UTC,,,,,,,,48417.601,,
2011-04-13 00:00:00 UTC,,,,,,,,43397.558,,
2011-04-14 00:00:00 UTC,,,,,,,,31111.877,,
2011-04-15 00:00:00 UTC,,,,,,,,50304.611,,
2011-04-16 00:00:00 UTC,,,,,,,,28869.299,,
2011-04-17 00:00:00 UTC,,,,,,,,24225.699,,92.07
2011-04-18 00:00:00 UTC,,,,,,,,27478.69,,
2011-04-19 00:00:00 UTC,,,,,,,,12556.732,,
2011-04-20 00:00:00 UTC,,,,,,,,21344.953,,
2011-04-21 00:00:00 UTC,,,,,,,,39295.694,,
2011-04-22 00:00:00 UTC,,,,,,,,39415.39,,
2011-04-23 00:00:00 UTC,,,,,,,,66620.358,,
2011-04-24 00:00:00 UTC,,,,,,,,21541.692,,
2011-04-25 00:00:00 UTC,,,,,,,,13471.602,,
2011-04-26 00:00:00 UTC,,,,,,,,24054.311,,
2011-04-27 00:00:00 UTC,,,,,,,,33055.256,,6
2011-04-28 00:00:00 UTC,,,,,,,,100238.232,,
2011-04-29 00:00:00 UTC,,,,,,,,57577.324,,1
2011-04-30 00:00:00 UTC,,,,,,,,65427.797,,65
2011-05-01 00:00:00 UTC,,,,,,,,45772.074,,
2011-05-02 00:00:00 UTC,,,,,,,,18333.831,,
2011-05-03 00:00:00 UTC,,,,,,,,16919.179,,
2011-05-04 00:00:00 UTC,,,,,,,,17278.288,,
2011-05-05 00:00:00 UTC,,,,,,,,15350.341,,
2011-05-06 00:00:00 UTC,,,,,,,,23014.698,,
2011-05-07 00:00:00 UTC,,,,,,,,17833.289,,
2011-05-08 00:00:00 UTC,,,,,,,,21132.514,,
2011-05-09 00:00:00 UTC,,,,,,,,11520.926,,
2011-05-10 00:00:00 UTC,,,,,,,,56217.324,,
2011-05-11 00:00:00 UTC,,,,,,,,52569.146,,
2011-05-12 00:00:00 UTC,,,,,,,,31722.464,,
2011-05-13 00:00:00 UTC,,,,,,,,64003.373,,
2011-05-14 00:00:00 UTC,,,,,,,,55390.451,,
2011-05-15 00:00:00 UTC,,,,,,,,18294.87,,
2011-05-16 00:00:00 UTC,,,,,,,,44141.405,,
2011-05-17 00:00:00 UTC,,,,,,,,35345.455,,
2011-05-18 00:00:00 UTC,,,,,,,,25403.435,,10
2011-05-19 00:00:00 UTC,,,,,,,,24436.409,,
2011-05-20 00:00:00 UTC,,,,,,,,44460.435,,
2011-05-21 00:00:00 UTC,,,,,,,,31111.902,,
2011-05-22 00:00:00 UTC,,,,,,,,23872.154,,
2011-05-23 00:00:00 UTC,,,,,,,,35279.88,,
2011-05-24 00:00:00 UTC,,,,,,,,29282.479,,4.96
2011-05-25 00:00:00 UTC,,,,,,,,64049.942,,
2011-05-26 00:00:00 UTC,,,,,,,,28644.99,,
2011-05-27 00:00:00 UTC,,,,,,,,14431.838,,12.92857
2011-05-28 00:00:00 UTC,,,,,,,,12247.722,,
2011-05-29 00:00:00 UTC,,,,,,,,7487.54,,
2011-05-30 00:00:00 UTC,,,,,,,,17680.151,,
2011-05-31 00:00:00 UTC,,,,,,,,45794.425,,10
2011-06-01 00:00:00 UTC,,,,,,,,43479.96,,30.57143
2011-06-02 00:00:00 UTC,,,,,,,,41047.265,,2.8
2011-06-03 00:00:00 UTC,,,,,,,,72980.242,,
2011-06-04 00:00:00 UTC,,,,,,,,44475.343,,35
2011-06-05 00:00:00 UTC,,,,,,,,24278.972,,
2011-06-06 00:00:00 UTC,,,,,,,,55092.474,,1
2011-06-07 00:00:00 UTC,,,,,,,,53715.037,,
2011-06-08 00:00:00 UTC,,,,,,,,104925.157,,12.38
2011-06-09 00:00:00 UTC,,,,,,,,62933.66,,
2011-06-10 00:00:00 UTC,,,,,,,,92208.2,,
2011-06-11 00:00:00 UTC,,,,,,,,121869.972,,14.15
2011-06-12 00:00:00 UTC,,,,,,,,151247.97,,
2011-06-13 00:00:00 UTC,,,,9,,,,73587.18,,1
2011-06-14 00:00:00 UTC,,,,,,,,37148.761,,
2011-06-15 00:00:00 UTC,,,,,,,,27711.898,,5
2011-06-16 00:00:00 UTC,,,,,,,,49202.535,,
2011-06-17 00:00:00 UTC,,,,0.02,,,,108623.773,,4
2011-06-18 00:00:00 UTC,,,,15.2,,,,35536.552,,
2011-06-19 00:00:00 UTC,,,,29.588,,,,30176.739,,
2011-06-20 00:00:00 UTC,,,,0.3,,,,,,1
2011-06-21 00:00:00 UTC,,,,3.89,,,,,,
2011-06-22 00:00:00 UTC,,,,1.59,,,,,,
2011-06-23 00:00:00 UTC,,,,6.27,,,,,,1
2011-06-24 00:00:00 UTC,,,,6.05,,,,,,3
2011-06-25 00:00:00 UTC,,,,0.605,,,,,,2.2
2011-06-26 00:00:00 UTC,,,,6.28,,,,2,,5.7
2011-06-27 00:00:00 UTC,,,,1.752,,,,,,1
2011-06-28 00:00:00 UTC,,,,6.573,,,,,,3
2011-06-29 00:00:00 UTC,,,,3.7,,,,,,
2011-06-30 00:00:00 UTC,,,,12,,,,,,
2011-07-01 00:00:00 UTC,,,,16.477,,,,,,
2011-07-02 00:00:00 UTC,,,,2.56,,,,,,
2011-07-03 00:00:00 UTC,,,,13.45,,,,,,5
2011-07-04 00:00:00 UTC,,,,15.547,,,,,,
2011-07-05 00:00:00 UTC,,,,21.64,,,,,,6.5
2011-07-06 00:00:00 UTC,,,,27.625,,,,,,18.43
2011-07-07 00:00:00 UTC,,,,10.54,,,,,,37.4
2011-07-08 00:00:00 UTC,,,,12,,,,,,42.05
2011-07-09 00:00:00 UTC,,,,13.479,,,,,,3.3
2011-07-10 00:00:00 UTC,,,,6.471,,,,,,39.95
2011-07-11 00:00:00 UTC,,,,25.981,,,,,,52.48229531
2011-07-12 00:00:00 UTC,,,,36.92,,,,,,2.35
2011-07-13 00:00:00 UTC,,,,44.332,,,,,,4
2011-07-14 00:00:00 UTC,,,,51.292,,,,,,17.4
2011-07-15 00:00:00 UTC,,,,26.45,,,,,,94.85
2011-07-16 00:00:00 UTC,,,,60.714,,,,,,1.1
2011-07-17 00:00:00 UTC,,,,57.709,,,,,,30.75
2011-07-18 00:00:00 UTC,,,,53.317,,,,3.461,,193.89
2011-07-19 00:00:00 UTC,,,,15.529,,,,,,66.35
2011-07-20 00:00:00 UTC,,,,52.074,,,,,,31.45
2011-07-21 00:00:00 UTC,,,,30.343,,,,,,38.1
2011-07-22 00:00:00 UTC,,,,48.507,,,,,,95.79999999
2011-07-23 00:00:00 UTC,,,,52.3,,,,,,18.5
2011-07-24 00:00:00 UTC,,,,35.206,,,,,,124.55
2011-07-25 00:00:00 UTC,,,,158.739,,,,,,80.39999999
2011-07-26 00:00:00 UTC,,,,97.951,,,,,,188.3
2011-07-27 00:00:00 UTC,,,,61.923,,,,,,90.89999999
2011-07-28 00:00:00 UTC,,,,83.037,,,,,,126.25
2011-07-29 00:00:00 UTC,,,,60.549,,,,,,68.65
2011-07-30 00:00:00 UTC,,,,40.249,,,,,,182.05
2011-07-31 00:00:00 UTC,,,,132.706,,,,,,180.75
2011-08-01 00:00:00 UTC,,,,76.096,,,,,,156.1118825
2011-08-02 00:00:00 UTC,,,,162.715,,,,,,117.5470953
2011-08-03 00:00:00 UTC,,,,95.747,,,,,,240.8115775
2011-08-04 00:00:00 UTC,,,,14.587,,,,,,100.3048526
2011-08-05 00:00:00 UTC,,,,132.988,,,,,,223.7785543
2011-08-06 00:00:00 UTC,,,,132.967,,,,,,350.4701828
2011-08-07 00:00:00 UTC,,,,187.861,,,,,,63.75824608
2011-08-08 00:00:00 UTC,,,,92.334,,,,,,152.3535504
2011-08-09 00:00:00 UTC,,,,95.63,,,,,,207.3696392
2011-08-10 00:00:00 UTC,,,,64.518,,,,,,101.3734041
2011-08-11 00:00:00 UTC,,,,263.681,,,,,,231.5029462
2011-08-12 00:00:00 UTC,,,,71.886,,,,,,213.0475648
2011-08-13 00:00:00 UTC,,,,44.306,,,,,,204.810709
2011-08-14 00:00:00 UTC,,,,105.112,,,,,,142.1586337
2011-08-15 00:00:00 UTC,,,,163.233,,,,0.25,,183.9741535
2011-08-16 00:00:00 UTC,,,,64.904,,,,,,101.3048545
2011-08-17 00:00:00 UTC,,,,97.019,,,,,,112.7127474
2011-08-18 00:00:00 UTC,,,,132.422,,,,,,163.0034533
2011-08-19 00:00:00 UTC,,,,214.145,,,,,,280.6499636
2011-08-20 00:00:00 UTC,,,,127.565,,,,,,236.0066235
2011-08-21 00:00:00 UTC,,,,108.785,,,,,,327.3354064
2011-08-22 00:00:00 UTC,,,,95.011,,,,,,181.2365507
2011-08-23 00:00:00 UTC,,,,56.124,,,,,,380.3669701
2011-08-24 00:00:00 UTC,,,,90.126,,,,,,232.1799279
2011-08-25 00:00:00 UTC,,,,179.345,,,,,,349.4561327
2011-08-26 00:00:00 UTC,,,,179.578,,,,,,587.0426063
2011-08-27 00:00:00 UTC,,,,70.545,,,,1,,371.3576228
2011-08-28 00:00:00 UTC,,,,65.596,,,,,,264.6164208
2011-08-29 00:00:00 UTC,,,,107.179,,,,,,308.3303652
2011-08-30 00:00:00 UTC,,,,113.956,,,,28.78407847,,296.3438236
2011-08-31 00:00:00 UTC,,,,99.458,,,,24.53610307,,343.7517278
2011-09-01 00:00:00 UTC,,,,78.892,,,,,,164.8956256
2011-09-02 00:00:00 UTC,,,,118.066,,,,4.988,,151.4650718
2011-09-03 00:00:00 UTC,,,,162.811,,,,15.000562,,101.2858445
2011-09-04 00:00:00 UTC,,,,112.94,,,,22.3865,,236.188061
2011-09-05 00:00:00 UTC,,,,194.406,,,,83.47465175,,280.6304758
2011-09-06 00:00:00 UTC,,,,230.195,,,,172.0717581,,357.1548287
2011-09-07 00:00:00 UTC,,,,210.812,,,,153.2378921,,220.4974604
2011-09-08 00:00:00 UTC,,,,165.172,,,,84.16082901,,258.9174373
2011-09-09 00:00:00 UTC,,,,570.778,,,,116.7725101,,359.1990783
2011-09-10 00:00:00 UTC,,,,132.078,,,,109.589796,,178.8339267
2011-09-11 00:00:00 UTC,,,,179.719,,,,2531.72185,,449.11012
2011-09-12 00:00:00 UTC,,,,95.869,,,,244.5223407,,173.1664225
2011-09-13 00:00:00 UTC,,,,43.149,,,,312.5237778,,106.3592744
2011-09-14 00:00:00 UTC,,,,122.923,,,,616.3598722,,177.5171439
2011-09-15 00:00:00 UTC,,,,213.599,,,,668.3926875,,397.3862443
2011-09-16 00:00:00 UTC,,,,148.538,,,,632.1570783,,391.5443776
2011-09-17 00:00:00 UTC,,,0.3,116.065,,,,5,,295.2080167
2011-09-18 00:00:00 UTC,,,119.8128,113.62,,,,34.057,,206.3549868
2011-09-19 00:00:00 UTC,,,20,127.584,,,,71.01912302,,408.0159365
2011-09-20 00:00:00 UTC,,,89.28071068,169.77,,,,1626.149848,,379.3261504
2011-09-21 00:00:00 UTC,,,17.62932238,206.303,,,,40.0208619,,169.9703536
2011-09-22 00:00:00 UTC,,,43.77842238,84.745,,,,1250.248898,,133.1611834
2011-09-23 00:00:00 UTC,,,20.68003681,71.283,,,,1.19798983,,136.4257437
