,Time,exchange,vol_total,vol_cny,vol_usd,vol_eur,vol_inr,vol_jpy,vol_krw,vol_sgd
34865,2016-08-11,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52627,2016-08-11,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45455,2016-08-11,bitcoinde,0.0,0.0,0.0,294.28154649,0.0,0.0,0.0,0.0
10537,2016-08-11,bitstamp,2915.979441,0.0,2543.68401092,372.29543005,0.0,0.0,0.0,0.0
42948,2016-08-11,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27175,2016-08-11,others,33221.7983,0.0,6211.201592376299,1280.5555303300002,0.0,0.0,0.0,0.0
50469,2016-08-11,kraken,0.0,0.0,0.0,3812.56658177,0.0,30.43006241,0.0,0.0
32087,2016-08-11,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24402,2016-08-11,okcoin,551761.448,548517.723999886,3243.724,0.0,0.0,0.0,0.0,0.0
37642,2016-08-11,itbit,0.0,0.0,5836.2065,639.183,0.0,0.0,0.0,300.1108
29637,2016-08-11,localbitcoins,0.0,72.0235,0.0,0.0,55.9664,0.0,0.0,2.7541
18856,2016-08-11,huobi,305193.7465,305193.746500015,0.0,0.0,0.0,0.0,0.0,0.0
7764,2016-08-11,bitflyer,10837.14337,0.0,0.0,0.0,0.0,10837.14337144,0.0,0.0
13310,2016-08-11,btcchina,80125.4025,80125.40250000049,0.0,0.0,0.0,0.0,0.0,0.0
47963,2016-08-11,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,2016-08-11,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16083,2016-08-11,btce,6450.229028,0.0,6064.982926199999,0.0,0.0,0.0,0.0,0.0
21629,2016-08-11,lakebtc,20481.92351,18545.6354,1936.288106,0.0,0.0,0.0,0.0,0.0
4991,2016-08-11,bitfinex,15295.562430000002,0.0,15295.56242806,0.0,0.0,0.0,0.0,0.0
40434,2016-08-11,coinbase,0.0,0.0,5062.582837829989,291.83998851,0.0,0.0,0.0,0.0
10538,2016-08-12,bitstamp,2373.752513,0.0,2177.37864395,196.37386875,0.0,0.0,0.0,0.0
52628,2016-08-12,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45456,2016-08-12,bitcoinde,0.0,0.0,0.0,290.33335987,0.0,0.0,0.0,0.0
2219,2016-08-12,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40435,2016-08-12,coinbase,0.0,0.0,3870.89068755,308.79375918,0.0,0.0,0.0,0.0
24403,2016-08-12,okcoin,643610.2270000001,640962.22399977,2648.0029999999997,0.0,0.0,0.0,0.0,0.0
27176,2016-08-12,others,28924.63412,0.0,5626.0211383075,1119.8568934,0.0,0.0,0.0,0.0
32088,2016-08-12,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18857,2016-08-12,huobi,308687.4575,308687.457500024,0.0,0.0,0.0,0.0,0.0,0.0
7765,2016-08-12,bitflyer,15708.463090000001,0.0,0.0,0.0,0.0,15708.46308541,0.0,0.0
50470,2016-08-12,kraken,0.0,0.0,0.0,3803.39339584,0.0,39.13984715,0.0,0.0
29638,2016-08-12,localbitcoins,0.0,22.8078,0.0,0.0,35.7025,6.9892,0.0,2.1858
21630,2016-08-12,lakebtc,20931.64993,19144.8819,1786.768025,0.0,0.0,0.0,0.0,0.0
37643,2016-08-12,itbit,0.0,0.0,3039.8745,602.5463,0.0,0.0,0.0,396.3033
16084,2016-08-12,btce,4819.376233,0.0,4458.37680197,0.0,0.0,0.0,0.0,0.0
13311,2016-08-12,btcchina,97046.1446,97046.14460000039,0.0,0.0,0.0,0.0,0.0,0.0
4992,2016-08-12,bitfinex,6287.9876,0.0,6287.98760026,0.0,0.0,0.0,0.0,0.0
47964,2016-08-12,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42949,2016-08-12,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34866,2016-08-12,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52629,2016-08-13,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13312,2016-08-13,btcchina,69865.9312,69865.9312000004,0.0,0.0,0.0,0.0,0.0,0.0
24404,2016-08-13,okcoin,525490.269,524196.75399994204,1293.515,0.0,0.0,0.0,0.0,0.0
47965,2016-08-13,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45457,2016-08-13,bitcoinde,0.0,0.0,0.0,97.665522,0.0,0.0,0.0,0.0
32089,2016-08-13,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50471,2016-08-13,kraken,0.0,0.0,0.0,1535.95224743,0.0,43.40068231,0.0,0.0
42950,2016-08-13,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29639,2016-08-13,localbitcoins,0.0,27.8227,0.0,0.0,29.5401,12.9313,0.0,6.897
2220,2016-08-13,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37644,2016-08-13,itbit,0.0,0.0,1868.5769,222.6852,0.0,0.0,0.0,98.7219
4993,2016-08-13,bitfinex,6420.322837,0.0,6420.32283696,0.0,0.0,0.0,0.0,0.0
27177,2016-08-13,others,18933.13564,0.0,2751.1560995789,667.39838481,0.0,0.0,0.0,0.0
10539,2016-08-13,bitstamp,1114.694978,0.0,962.30229892,152.39267944,0.0,0.0,0.0,0.0
40436,2016-08-13,coinbase,0.0,0.0,2839.70446781,187.71094585,0.0,0.0,0.0,0.0
7766,2016-08-13,bitflyer,15787.37885,0.0,0.0,0.0,0.0,15787.37885363,0.0,0.0
16085,2016-08-13,btce,4660.9233,0.0,4356.05665474,0.0,0.0,0.0,0.0,0.0
21631,2016-08-13,lakebtc,19761.03956,18929.2381,831.801458,0.0,0.0,0.0,0.0,0.0
34867,2016-08-13,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18858,2016-08-13,huobi,225218.4,225218.40000003699,0.0,0.0,0.0,0.0,0.0,0.0
29640,2016-08-14,localbitcoins,0.0,47.402,0.0,0.0,16.3751,0.0,0.0,4.2073
50472,2016-08-14,kraken,0.0,0.0,0.0,4198.91935758,0.0,8.632373,0.0,0.0
21632,2016-08-14,lakebtc,22835.0703,19568.4312,3266.6390969999998,0.0,0.0,0.0,0.0,0.0
7767,2016-08-14,bitflyer,21335.89125,0.0,0.0,0.0,0.0,21335.89124845,0.0,0.0
32090,2016-08-14,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27178,2016-08-14,others,28889.4319,0.0,3206.8253641049,842.3258436899998,0.0,0.0,0.0,0.0
47966,2016-08-14,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42951,2016-08-14,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16086,2016-08-14,btce,6910.267145999999,0.0,6499.30005628,0.0,0.0,0.0,0.0,0.0
40437,2016-08-14,coinbase,0.0,0.0,4154.4769823,261.5963731,0.0,0.0,0.0,0.0
10540,2016-08-14,bitstamp,5160.559316,0.0,4812.88862744,347.67068843,0.0,0.0,0.0,0.0
37645,2016-08-14,itbit,0.0,0.0,6095.418000000001,154.8401,0.0,0.0,0.0,77.2702
24405,2016-08-14,okcoin,763912.462,761504.4629996541,2407.999,0.0,0.0,0.0,0.0,0.0
13313,2016-08-14,btcchina,106904.8554,106904.8554,0.0,0.0,0.0,0.0,0.0,0.0
34868,2016-08-14,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18859,2016-08-14,huobi,343279.5825,343279.582500028,0.0,0.0,0.0,0.0,0.0,0.0
52630,2016-08-14,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,2016-08-14,bitfinex,7530.309042,0.0,7530.30904219,0.0,0.0,0.0,0.0,0.0
2221,2016-08-14,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45458,2016-08-14,bitcoinde,0.0,0.0,0.0,413.79070229,0.0,0.0,0.0,0.0
16087,2016-08-15,btce,7371.520143000001,0.0,7011.53354211,0.0,0.0,0.0,0.0,0.0
37646,2016-08-15,itbit,0.0,0.0,2722.1213,674.0513,0.0,0.0,0.0,352.256
34869,2016-08-15,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,2016-08-15,bitfinex,7650.169517,0.0,7650.16951653,0.0,0.0,0.0,0.0,0.0
50473,2016-08-15,kraken,0.0,0.0,0.0,3953.87493094,0.0,41.36631489,0.0,0.0
27179,2016-08-15,others,30246.69558,0.0,5712.348190248899,1059.6278625399998,0.0,0.0,0.0,0.0
42952,2016-08-15,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40438,2016-08-15,coinbase,0.0,0.0,4403.16173516,281.17157397,0.0,0.0,0.0,0.0
45459,2016-08-15,bitcoinde,0.0,0.0,0.0,388.44697571,0.0,0.0,0.0,0.0
29641,2016-08-15,localbitcoins,0.0,53.9322,0.0,0.0,17.4214,0.0,0.0,2.2535
18860,2016-08-15,huobi,312683.9936,312683.993600012,0.0,0.0,0.0,0.0,0.0,0.0
7768,2016-08-15,bitflyer,18722.858480000003,0.0,0.0,0.0,0.0,18722.85847535,0.0,0.0
32091,2016-08-15,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47967,2016-08-15,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52631,2016-08-15,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21633,2016-08-15,lakebtc,24411.40434,21643.8762,2767.528142,0.0,0.0,0.0,0.0,0.0
10541,2016-08-15,bitstamp,5045.130107999999,0.0,4633.74558455,411.38452309,0.0,0.0,0.0,0.0
13314,2016-08-15,btcchina,69919.8925,69919.89250000019,0.0,0.0,0.0,0.0,0.0,0.0
2222,2016-08-15,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24406,2016-08-15,okcoin,670733.108,667724.0799997529,3009.028,0.0,0.0,0.0,0.0,0.0
27180,2016-08-16,others,34285.22988,0.0,6891.2685964934,1266.28072266,0.0,0.0,0.0,0.0
34870,2016-08-16,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47968,2016-08-16,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42953,2016-08-16,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24407,2016-08-16,okcoin,667791.185,665226.646999706,2564.538,0.0,0.0,0.0,0.0,0.0
18861,2016-08-16,huobi,280154.4021,280154.402100023,0.0,0.0,0.0,0.0,0.0,0.0
50474,2016-08-16,kraken,0.0,0.0,0.0,5162.55110313,0.0,24.40721615,0.0,0.0
52632,2016-08-16,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,2016-08-16,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45460,2016-08-16,bitcoinde,0.0,0.0,0.0,367.73375688,0.0,0.0,0.0,0.0
13315,2016-08-16,btcchina,71591.3426,71591.3426000002,0.0,0.0,0.0,0.0,0.0,0.0
32092,2016-08-16,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7769,2016-08-16,bitflyer,18164.73414,0.0,0.0,0.0,0.0,18164.73413984,0.0,0.0
40439,2016-08-16,coinbase,0.0,0.0,4692.46182455,342.03184097,0.0,0.0,0.0,0.0
29642,2016-08-16,localbitcoins,0.0,84.785,0.0,0.0,34.0629,0.0,0.0,1.315
21634,2016-08-16,lakebtc,34003.91008,30056.5727,3947.3373799999995,0.0,0.0,0.0,0.0,0.0
16088,2016-08-16,btce,10071.91355,0.0,9605.094370489991,0.0,0.0,0.0,0.0,0.0
37647,2016-08-16,itbit,0.0,0.0,3838.0231,583.356,0.0,0.0,0.0,59.3595
4996,2016-08-16,bitfinex,6221.5846710000005,0.0,6221.58467139,0.0,0.0,0.0,0.0,0.0
10542,2016-08-16,bitstamp,5268.314701,0.0,4837.18871903,431.12598203,0.0,0.0,0.0,0.0
42954,2016-08-17,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16089,2016-08-17,btce,8145.835143000001,0.0,7820.96035326999,0.0,0.0,0.0,0.0,0.0
34871,2016-08-17,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24408,2016-08-17,okcoin,520540.436,517355.031999903,3185.4039999999895,0.0,0.0,0.0,0.0,0.0
21635,2016-08-17,lakebtc,35984.55859,32693.8794,3290.679188,0.0,0.0,0.0,0.0,0.0
10543,2016-08-17,bitstamp,4507.5472899999995,0.0,4108.5976507,398.94963898,0.0,0.0,0.0,0.0
13316,2016-08-17,btcchina,60020.9421,60020.9421000002,0.0,0.0,0.0,0.0,0.0,0.0
4997,2016-08-17,bitfinex,5033.031213,0.0,5033.03121331,0.0,0.0,0.0,0.0,0.0
2224,2016-08-17,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40440,2016-08-17,coinbase,0.0,0.0,4509.774373699999,408.55499605,0.0,0.0,0.0,0.0
27181,2016-08-17,others,34990.10318,0.0,5532.376047479101,1130.98972954,0.0,0.0,0.0,0.0
29643,2016-08-17,localbitcoins,0.0,163.0799,0.0,0.0,43.3034,0.0,0.0,2.5014
7770,2016-08-17,bitflyer,12783.014079999999,0.0,0.0,0.0,0.0,12783.01408494,0.0,0.0
52633,2016-08-17,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37648,2016-08-17,itbit,0.0,0.0,9439.9237,354.0286,0.0,0.0,0.0,449.0662
18862,2016-08-17,huobi,221913.7056,221913.70560001602,0.0,0.0,0.0,0.0,0.0,0.0
50475,2016-08-17,kraken,0.0,0.0,0.0,2853.39190696,0.0,19.80305115,0.0,0.0
32093,2016-08-17,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45461,2016-08-17,bitcoinde,0.0,0.0,0.0,314.24317001,0.0,0.0,0.0,0.0
47969,2016-08-17,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45462,2016-08-18,bitcoinde,0.0,0.0,0.0,339.35082702,0.0,0.0,0.0,0.0
4998,2016-08-18,bitfinex,6000.622989,0.0,6000.622988500009,0.0,0.0,0.0,0.0,0.0
32094,2016-08-18,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13317,2016-08-18,btcchina,59524.8424,59524.842400000096,0.0,0.0,0.0,0.0,0.0,0.0
10544,2016-08-18,bitstamp,4241.463149,0.0,3967.28412511,274.17902347,0.0,0.0,0.0,0.0
37649,2016-08-18,itbit,0.0,0.0,15796.2049,888.2546,0.0,0.0,0.0,341.8894
18863,2016-08-18,huobi,195620.3647,195620.364700015,0.0,0.0,0.0,0.0,0.0,0.0
2225,2016-08-18,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29644,2016-08-18,localbitcoins,0.0,130.5486,0.0,0.0,36.5124,0.002,0.0,11.2818
16090,2016-08-18,btce,6781.097001,0.0,6071.69859612,0.0,0.0,0.0,0.0,0.0
24409,2016-08-18,okcoin,442264.334,439315.330000034,2949.0040000000004,0.0,0.0,0.0,0.0,0.0
34872,2016-08-18,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21636,2016-08-18,lakebtc,31095.90235,28057.8739,3038.028453,0.0,0.0,0.0,0.0,0.0
47970,2016-08-18,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40441,2016-08-18,coinbase,0.0,0.0,3964.9989895000003,321.91041019,0.0,0.0,0.0,0.0
52634,2016-08-18,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50476,2016-08-18,kraken,0.0,0.0,0.0,3545.49609679,0.0,2.21337763,0.0,0.0
42955,2016-08-18,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7771,2016-08-18,bitflyer,12919.90633,0.0,0.0,0.0,0.0,12919.90633234,0.0,0.0
27182,2016-08-18,others,41760.8032,0.0,5149.858933205599,1253.18963382,0.0,0.0,0.0,0.0
2226,2016-08-19,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18864,2016-08-19,huobi,178660.9266,178660.926600016,0.0,0.0,0.0,0.0,0.0,0.0
45463,2016-08-19,bitcoinde,0.0,0.0,0.0,201.28802915,0.0,0.0,0.0,0.0
21637,2016-08-19,lakebtc,28124.5819,25465.4815,2659.100404,0.0,0.0,0.0,0.0,0.0
32095,2016-08-19,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10545,2016-08-19,bitstamp,4951.503549,0.0,4652.00521466,299.49833455,0.0,0.0,0.0,0.0
7772,2016-08-19,bitflyer,6088.133919,0.0,0.0,0.0,0.0,6088.13391883001,0.0,0.0
16091,2016-08-19,btce,5594.863724,0.0,5230.7100313,0.0,0.0,0.0,0.0,0.0
52635,2016-08-19,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24410,2016-08-19,okcoin,406942.63,404838.963000028,2103.667,0.0,0.0,0.0,0.0,0.0
29645,2016-08-19,localbitcoins,0.0,41.742,0.0,0.0,42.2956,0.0,0.0,2.1491
47971,2016-08-19,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27183,2016-08-19,others,30531.95322,0.0,5265.6542815049015,1210.8872471900004,0.0,0.0,0.0,0.0
42956,2016-08-19,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34873,2016-08-19,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50477,2016-08-19,kraken,0.0,0.0,0.0,3189.04318386,0.0,147.70930553,0.0,0.0
4999,2016-08-19,bitfinex,2942.517267,0.0,2942.51726681,0.0,0.0,0.0,0.0,0.0
40442,2016-08-19,coinbase,0.0,0.0,4038.30300064,363.31825441,0.0,0.0,0.0,0.0
37650,2016-08-19,itbit,0.0,0.0,4991.8424,639.1351,0.0,0.0,0.0,484.9757
13318,2016-08-19,btcchina,49159.168,49159.168,0.0,0.0,0.0,0.0,0.0,0.0
2227,2016-08-20,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47972,2016-08-20,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29646,2016-08-20,localbitcoins,0.0,34.5368,0.0,0.0,39.6938,0.0,0.0,1.1139
21638,2016-08-20,lakebtc,23982.98146,22488.2913,1494.690157,0.0,0.0,0.0,0.0,0.0
52636,2016-08-20,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27184,2016-08-20,others,30262.38271,0.0,2964.219029303,790.4480708699998,0.0,0.0,0.0,0.0
10546,2016-08-20,bitstamp,2670.762749,0.0,2431.78684382,238.9759048,0.0,0.0,0.0,0.0
42957,2016-08-20,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13319,2016-08-20,btcchina,60866.6762,60866.6762000002,0.0,0.0,0.0,0.0,0.0,0.0
40443,2016-08-20,coinbase,0.0,0.0,3581.22425349,278.49824415,0.0,0.0,0.0,0.0
50478,2016-08-20,kraken,0.0,0.0,0.0,1976.3090754999998,0.0,10.576166,0.0,0.0
34874,2016-08-20,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37651,2016-08-20,itbit,0.0,0.0,10324.3865,1344.1816,0.0,0.0,0.0,172.3861
16092,2016-08-20,btce,5973.284061,0.0,5576.27979077,0.0,0.0,0.0,0.0,0.0
24411,2016-08-20,okcoin,427649.555,425573.177999913,2076.377,0.0,0.0,0.0,0.0,0.0
7773,2016-08-20,bitflyer,7047.796379,0.0,0.0,0.0,0.0,7047.79637933,0.0,0.0
18865,2016-08-20,huobi,199865.1465,199865.146500004,0.0,0.0,0.0,0.0,0.0,0.0
32096,2016-08-20,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45464,2016-08-20,bitcoinde,0.0,0.0,0.0,133.46314078,0.0,0.0,0.0,0.0
5000,2016-08-20,bitfinex,3326.814862,0.0,3326.81486245,0.0,0.0,0.0,0.0,0.0
32097,2016-08-21,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52637,2016-08-21,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40444,2016-08-21,coinbase,0.0,0.0,2442.63374814,135.06433130000002,0.0,0.0,0.0,0.0
47973,2016-08-21,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13320,2016-08-21,btcchina,38821.1426,38821.1426,0.0,0.0,0.0,0.0,0.0,0.0
50479,2016-08-21,kraken,0.0,0.0,0.0,1361.31670686,0.0,21.29891013,0.0,0.0
5001,2016-08-21,bitfinex,2425.607211,0.0,2425.60721087,0.0,0.0,0.0,0.0,0.0
7774,2016-08-21,bitflyer,7945.1220920000005,0.0,0.0,0.0,0.0,7945.12209162,0.0,0.0
34875,2016-08-21,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27185,2016-08-21,others,30333.90225,0.0,2009.3135305421,1096.3818613,0.0,0.0,0.0,0.0
37652,2016-08-21,itbit,0.0,0.0,13229.5269,1081.2619,0.0,0.0,0.0,315.6308
29647,2016-08-21,localbitcoins,0.0,18.6412,0.0,0.0,14.0902,0.0,0.0,2.0389
24412,2016-08-21,okcoin,393550.105,392559.31200001296,990.793,0.0,0.0,0.0,0.0,0.0
18866,2016-08-21,huobi,187051.6211,187051.621100013,0.0,0.0,0.0,0.0,0.0,0.0
10547,2016-08-21,bitstamp,1230.316105,0.0,1139.76224273,90.55386226,0.0,0.0,0.0,0.0
42958,2016-08-21,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2016-08-21,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16093,2016-08-21,btce,3490.758099,0.0,3217.0801005,0.0,0.0,0.0,0.0,0.0
21639,2016-08-21,lakebtc,20231.72074,19247.7776,983.9431380000001,0.0,0.0,0.0,0.0,0.0
45465,2016-08-21,bitcoinde,0.0,0.0,0.0,152.45800522,0.0,0.0,0.0,0.0
45466,2016-08-22,bitcoinde,0.0,0.0,0.0,431.40744928,0.0,0.0,0.0,0.0
13321,2016-08-22,btcchina,47601.028,47601.0280000001,0.0,0.0,0.0,0.0,0.0,0.0
47974,2016-08-22,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24413,2016-08-22,okcoin,351405.156,348607.211000013,2797.945,0.0,0.0,0.0,0.0,0.0
52638,2016-08-22,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37653,2016-08-22,itbit,0.0,0.0,3827.2209999999995,354.7634,0.0,0.0,0.0,848.6558
21640,2016-08-22,lakebtc,19318.93519,16359.5017,2959.4334879999997,0.0,0.0,0.0,0.0,0.0
29648,2016-08-22,localbitcoins,0.0,67.0107,0.0,0.0,50.6511,0.1305,0.0,11.3103
7775,2016-08-22,bitflyer,10871.216779999999,0.0,0.0,0.0,0.0,10871.21677649,0.0,0.0
18867,2016-08-22,huobi,190536.0467,190536.046700007,0.0,0.0,0.0,0.0,0.0,0.0
32098,2016-08-22,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50480,2016-08-22,kraken,0.0,0.0,0.0,3516.39995515,0.0,36.35626425,0.0,0.0
34876,2016-08-22,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27186,2016-08-22,others,31528.31713,0.0,5441.9431651390005,919.91042977,0.0,0.0,0.0,0.0
2229,2016-08-22,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,2016-08-22,bitfinex,4623.227078,0.0,4623.22707838,0.0,0.0,0.0,0.0,0.0
16094,2016-08-22,btce,9283.116920999999,0.0,8735.808443659991,0.0,0.0,0.0,0.0,0.0
40445,2016-08-22,coinbase,0.0,0.0,4493.44110907,229.32587708,0.0,0.0,0.0,0.0
42959,2016-08-22,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10548,2016-08-22,bitstamp,5425.8651549999995,0.0,5086.06256577,339.80258925,0.0,0.0,0.0,0.0
42960,2016-08-23,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13322,2016-08-23,btcchina,76011.6456,76011.6456000005,0.0,0.0,0.0,0.0,0.0,0.0
10549,2016-08-23,bitstamp,4564.400694,0.0,4182.04589939,382.35479474,0.0,0.0,0.0,0.0
37654,2016-08-23,itbit,0.0,0.0,4818.1576,844.2001,0.0,0.0,0.0,546.3786
40446,2016-08-23,coinbase,0.0,0.0,5092.2746250499895,392.95092761,0.0,0.0,0.0,0.0
50481,2016-08-23,kraken,0.0,0.0,0.0,4061.86387747,0.0,9.62943288,0.0,0.0
32099,2016-08-23,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45467,2016-08-23,bitcoinde,0.0,0.0,0.0,372.06226259,0.0,0.0,0.0,0.0
16095,2016-08-23,btce,8538.003262999999,0.0,8260.88342499,0.0,0.0,0.0,0.0,0.0
2230,2016-08-23,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18868,2016-08-23,huobi,267007.7836,267007.783600015,0.0,0.0,0.0,0.0,0.0,0.0
24414,2016-08-23,okcoin,562272.394,559275.247999802,2997.1459999999997,0.0,0.0,0.0,0.0,0.0
5003,2016-08-23,bitfinex,4803.806735,0.0,4803.80673527,0.0,0.0,0.0,0.0,0.0
47975,2016-08-23,gatecoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21641,2016-08-23,lakebtc,18436.80474,15851.5945,2585.210238,0.0,0.0,0.0,0.0,0.0
7776,2016-08-23,bitflyer,11988.32021,0.0,0.0,0.0,0.0,11988.32021125,0.0,0.0
34877,2016-08-23,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52639,2016-08-23,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27187,2016-08-23,others,32237.933510000003,0.0,4324.9415793484995,1106.82609169,0.0,0.0,0.0,0.0
29649,2016-08-23,localbitcoins,0.0,47.7668,0.0,0.0,36.488,0.0,0.0,12.7393
32100,2016-08-24,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45468,2016-08-24,bitcoinde,0.0,0.0,0.0,217.8388987,0.0,0.0,0.0,0.0
27188,2016-08-24,others,28220.27552,0.0,4104.532947484699,1108.75577095,0.0,0.0,0.0,0.0
21642,2016-08-24,lakebtc,17706.45297,16018.5335,1687.9194670000002,0.0,0.0,0.0,0.0,0.0
34878,2016-08-24,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10550,2016-08-24,bitstamp,3366.4131979999997,0.0,2991.01460758,375.39859043,0.0,0.0,0.0,0.0
18869,2016-08-24,huobi,138247.56699999998,138247.567000025,0.0,0.0,0.0,0.0,0.0,0.0
52640,2016-08-24,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16096,2016-08-24,btce,6611.41557,0.0,6242.4646518,0.0,0.0,0.0,0.0,0.0
42961,2016-08-24,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7777,2016-08-24,bitflyer,11667.39316,0.0,0.0,0.0,0.0,11667.39315721,0.0,0.0
13323,2016-08-24,btcchina,64116.4049,64116.4049000008,0.0,0.0,0.0,0.0,0.0,0.0
