,Time,mining level,exchange,price_usd
20858,2016-02-06,120033340651.237,exmo,377.920638956539
20859,2016-02-06,120033340651.237,coinbase,375.645766218346
20860,2016-02-06,120033340651.237,gemini,375.843439532576
20861,2016-02-06,120033340651.237,hitbtc,386.86411362744695
20862,2016-02-06,120033340651.237,kraken,375.840309068527
20863,2016-02-06,120033340651.237,others,379.3953879087151
20865,2016-02-07,144116447847.349,itbit,375.280657853807
20866,2016-02-07,144116447847.349,bitfinex,373.72068956654505
20867,2016-02-07,144116447847.349,cex.io,383.80135671113703
20868,2016-02-07,144116447847.349,exmo,377.185095028656
20869,2016-02-07,144116447847.349,coinbase,376.51062267964204
20870,2016-02-07,144116447847.349,gemini,376.034038916728
20871,2016-02-07,144116447847.349,hitbtc,385.016587785127
20872,2016-02-07,144116447847.349,kraken,375.71188051393204
20873,2016-02-07,144116447847.349,others,377.0486634337677
20875,2016-02-08,144116447847.349,itbit,375.346088849938
20876,2016-02-08,144116447847.349,bitfinex,373.92340034157996
20877,2016-02-08,144116447847.349,cex.io,382.895317998154
20878,2016-02-08,144116447847.349,exmo,376.61861774806295
20879,2016-02-08,144116447847.349,coinbase,376.117969128635
20880,2016-02-08,144116447847.349,gemini,375.633163886959
20881,2016-02-08,144116447847.349,hitbtc,382.43569126237395
20882,2016-02-08,144116447847.349,kraken,374.99119047557997
20883,2016-02-08,144116447847.349,others,376.8188737994578
20885,2016-02-09,144116447847.349,itbit,372.659052645065
20886,2016-02-09,144116447847.349,bitfinex,372.98351550306
20887,2016-02-09,144116447847.349,cex.io,380.62492454416
20888,2016-02-09,144116447847.349,exmo,373.573529182135
20889,2016-02-09,144116447847.349,coinbase,371.98166484157304
20890,2016-02-09,144116447847.349,gemini,373.57136633541495
20891,2016-02-09,144116447847.349,hitbtc,380.46056233099404
20892,2016-02-09,144116447847.349,kraken,374.75713219750503
20893,2016-02-09,144116447847.349,others,375.6010883556849
20895,2016-02-10,144116447847.349,itbit,375.891500847553
20896,2016-02-10,144116447847.349,bitfinex,378.629822785979
20897,2016-02-10,144116447847.349,cex.io,383.327725750174
20898,2016-02-10,144116447847.349,exmo,376.147768047991
20899,2016-02-10,144116447847.349,coinbase,376.06934623097396
20900,2016-02-10,144116447847.349,gemini,378.261656204796
20901,2016-02-10,144116447847.349,hitbtc,385.549201720541
20902,2016-02-10,144116447847.349,kraken,377.871800240484
20903,2016-02-10,144116447847.349,others,380.9378598806522
20905,2016-02-11,144116447847.349,itbit,375.225647343332
20906,2016-02-11,144116447847.349,bitfinex,378.63813755484495
20907,2016-02-11,144116447847.349,cex.io,385.033357287057
20908,2016-02-11,144116447847.349,exmo,377.30208050463995
20909,2016-02-11,144116447847.349,coinbase,375.36528321620796
20910,2016-02-11,144116447847.349,gemini,377.723854245845
20911,2016-02-11,144116447847.349,hitbtc,385.598197440727
20912,2016-02-11,144116447847.349,kraken,378.29229019653604
20913,2016-02-11,144116447847.349,others,380.16324322352136
20915,2016-02-12,144116447847.349,itbit,380.18583643960295
20916,2016-02-12,144116447847.349,bitfinex,380.44851989561096
20917,2016-02-12,144116447847.349,cex.io,389.31457874986506
20918,2016-02-12,144116447847.349,exmo,379.505264267769
20919,2016-02-12,144116447847.349,coinbase,379.98727408879995
20920,2016-02-12,144116447847.349,gemini,380.64023604703596
20921,2016-02-12,144116447847.349,hitbtc,387.223236073293
20922,2016-02-12,144116447847.349,kraken,379.98018760044096
20923,2016-02-12,144116447847.349,others,382.2089570651826
20925,2016-02-13,144116447847.349,itbit,387.970197029409
20926,2016-02-13,144116447847.349,bitfinex,388.606298052834
20927,2016-02-13,144116447847.349,cex.io,392.58390410000703
20928,2016-02-13,144116447847.349,exmo,385.834546065515
20929,2016-02-13,144116447847.349,coinbase,388.46773070488297
20930,2016-02-13,144116447847.349,gemini,385.32829166666704
20931,2016-02-13,144116447847.349,hitbtc,395.866792157686
20932,2016-02-13,144116447847.349,kraken,387.203639240253
20933,2016-02-13,144116447847.349,others,390.2734018035594
20935,2016-02-14,144116447847.349,itbit,397.70618470675697
20936,2016-02-14,144116447847.349,bitfinex,399.514463222313
20937,2016-02-14,144116447847.349,cex.io,401.29665498187103
20938,2016-02-14,144116447847.349,exmo,396.192615433691
20939,2016-02-14,144116447847.349,coinbase,399.044891446213
20940,2016-02-14,144116447847.349,gemini,400.021034319912
20941,2016-02-14,144116447847.349,hitbtc,406.948501525289
20942,2016-02-14,144116447847.349,kraken,396.59947035838303
20943,2016-02-14,144116447847.349,others,398.13609834928843
20945,2016-02-15,144116447847.349,itbit,402.13858425873
20946,2016-02-15,144116447847.349,bitfinex,403.015326196563
20947,2016-02-15,144116447847.349,cex.io,406.5599582829
20948,2016-02-15,144116447847.349,exmo,399.41949304900396
20949,2016-02-15,144116447847.349,coinbase,402.299402876975
20950,2016-02-15,144116447847.349,gemini,403.04491129481204
20951,2016-02-15,144116447847.349,hitbtc,408.532970473469
20952,2016-02-15,144116447847.349,kraken,398.465990408808
20953,2016-02-15,144116447847.349,others,401.4605787688291
20955,2016-02-16,144116447847.349,itbit,403.86316244995794
20956,2016-02-16,144116447847.349,bitfinex,403.81396087947303
20957,2016-02-16,144116447847.349,cex.io,407.765762139795
20958,2016-02-16,144116447847.349,exmo,400.016603144746
20959,2016-02-16,144116447847.349,coinbase,402.99838436358397
20960,2016-02-16,144116447847.349,gemini,403.735812844286
20961,2016-02-16,144116447847.349,hitbtc,409.872067305553
20962,2016-02-16,144116447847.349,kraken,401.8489333437
20963,2016-02-16,144116447847.349,others,402.19441984211966
20965,2016-02-17,144116447847.349,itbit,413.973585638122
20966,2016-02-17,144116447847.349,bitfinex,413.952253015093
20967,2016-02-17,144116447847.349,cex.io,417.661437387171
20968,2016-02-17,144116447847.349,exmo,409.25916931272997
20969,2016-02-17,144116447847.349,coinbase,414.196349600723
20970,2016-02-17,144116447847.349,gemini,415.458714289292
